doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.1080/02572117.1989.10586813,,,,,False,,2,https://doi.org/10.1080/02572117.1989.10586813,journal-article,False,False,False,False,0257-2117,"0257-2117,2305-1159",South African Journal of African Languages,closed,1989-01-01,Informa UK Limited
10.4102/jsava.v62i3.1604,open (via page says license),publisher,cc-by,https://jsava.co.za/index.php/jsava/article/download/1604/1973,True,publishedVersion,2,https://doi.org/10.4102/jsava.v62i3.1604,journal-article,True,False,False,False,1019-9128,"2224-9435,1019-9128",Journal of the South African Veterinary Association,hybrid,1991-09-30,AOSIS
10.7589/0090-3558-22.3.335,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-22.3.335,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-22.3.335,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1986-07-01,Wildlife Disease Association
10.1007/s10329-006-0001-6,,,,,False,,2,https://doi.org/10.1007/s10329-006-0001-6,journal-article,False,False,False,False,0032-8332,"0032-8332,1610-7365",Primates,closed,2006-08-08,Springer Science and Business Media LLC
10.1128/jvi.00997-07,open (via free pdf),publisher,,https://jvi.asm.org/content/81/20/10961.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/jvi.00997-07,journal-article,True,False,False,False,0022-538X,"0022-538X,1098-5514",Journal of Virology,bronze,2007-10-15,American Society for Microbiology
10.7589/0090-3558-43.4.700,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-43.4.700,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-43.4.700,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2007-10-01,Wildlife Disease Association
10.7589/0090-3558-44.3.760,oa repository (via OAI-PMH doi match),repository,,http://europepmc.org/articles/pmc3169092?pdf=render,True,acceptedVersion,2,https://doi.org/10.7589/0090-3558-44.3.760,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2008-07-01,Wildlife Disease Association
10.7589/0090-3558-24.4.715,,,,,False,,2,https://doi.org/10.7589/0090-3558-24.4.715,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1988-10-01,Wildlife Disease Association
10.2307/1936609,,,,,False,,2,https://doi.org/10.2307/1936609,journal-article,False,False,False,False,0012-9658,0012-9658,Ecology,closed,1979-08-01,Wiley
10.7589/0090-3558-40.4.775,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-40/issue-4/0090-3558-40.4.775/Endoparasites-of-Western-Lowland-Gorillas-Gorilla-gorilla-gorilla-at-Bai/10.7589/0090-3558-40.4.775.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-40.4.775,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2004-10-01,Wildlife Disease Association
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.2354/psj.34.013,open (via free pdf),publisher,,https://www.jstage.jst.go.jp/article/psj/34/1/34_34.013/_pdf,True,publishedVersion,2,https://doi.org/10.2354/psj.34.013,journal-article,True,False,False,True,0912-4047,"0912-4047,1880-2117",Primate Research,gold,2018-06-20,Primate Society of Japan
10.7589/0090-3558-31.2.247,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-31.2.247,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-31.2.247,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1995-04-01,Wildlife Disease Association
10.7589/0090-3558-31.2.247,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-31.2.247,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-31.2.247,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1995-04-01,Wildlife Disease Association
10.7589/0090-3558-34.3.436,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-34.3.436,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-34.3.436,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1998-07-01,Wildlife Disease Association
10.7589/0090-3558-34.4.777,,,,,False,,2,https://doi.org/10.7589/0090-3558-34.4.777,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1998-10-01,Wildlife Disease Association
10.7589/0090-3558-41.3.606,,,,,False,,2,https://doi.org/10.7589/0090-3558-41.3.606,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2005-07-01,Wildlife Disease Association
10.7589/0090-3558-42.4.836,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-42.4.836,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-42.4.836,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2006-10-01,Wildlife Disease Association
10.1016/s0378-1135(00)00192-9,,,,,False,,2,https://doi.org/10.1016/s0378-1135(00)00192-9,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,2000-06-01,Elsevier BV
10.7589/0090-3558-41.1.231,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-41/issue-1/0090-3558-41.1.231/Epizootiologic-Investigations-of-Parvovirus-Infections-in-Free-ranging-Carnivores-from/10.7589/0090-3558-41.1.231.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-41.1.231,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2005-01-01,Wildlife Disease Association
10.1136/vr.146.11.317,,,,,False,,2,https://doi.org/10.1136/vr.146.11.317,journal-article,False,False,False,False,0042-4900,0042-4900,Veterinary Record,closed,2000-03-01,Wiley
10.1139/z89-318,,,,,False,,2,https://doi.org/10.1139/z89-318,journal-article,False,False,False,False,0008-4301,"0008-4301,1480-3283",Canadian Journal of Zoology,closed,1989-09-01,Canadian Science Publishing
10.4098/at.arch.74-11,open (via free pdf),publisher,,http://rcin.org.pl/ibs/Content/10200/BI002_2613_Cz-40-2_Acta-T19-nr11-159-163_o.pdf,True,publishedVersion,2,https://doi.org/10.4098/at.arch.74-11,journal-article,True,False,False,False,0001-7051,"0001-7051,2190-3743",Acta Theriologica,bronze,1974-05-31,Mammal Research Institute
10.3201/eid1401.070565,oa journal (via doaj),publisher,cc-by,https://doi.org/10.3201/eid1401.070565,True,publishedVersion,2,https://doi.org/10.3201/eid1401.070565,journal-article,True,False,True,True,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,2008-01-01,Centers for Disease Control and Prevention (CDC)
10.1292/jvms.69.393,open (via free pdf),publisher,,https://www.jstage.jst.go.jp/article/jvms/69/4/69_4_393/_pdf,True,publishedVersion,2,https://doi.org/10.1292/jvms.69.393,journal-article,True,False,False,False,0916-7250,"0916-7250,1347-7439",Journal of Veterinary Medical Science,bronze,2007-01-01,Japanese Society of Veterinary Science
10.1292/jvms.69.259,open (via free pdf),publisher,,https://www.jstage.jst.go.jp/article/jvms/69/3/69_3_259/_pdf,True,publishedVersion,2,https://doi.org/10.1292/jvms.69.259,journal-article,True,False,False,False,0916-7250,"0916-7250,1347-7439",Journal of Veterinary Medical Science,bronze,2007-01-01,Japanese Society of Veterinary Science
10.7883/yoken1952.49.113,open (via free pdf),publisher,,https://www.jstage.jst.go.jp/article/yoken1952/49/3/49_3_113/_pdf,True,publishedVersion,2,https://doi.org/10.7883/yoken1952.49.113,journal-article,True,False,False,False,0021-5112,"0021-5112,1884-2828",Japanese Journal of Medical Science and Biology,bronze,1996-01-01,"Editorial Committee of Japanese Journal of Infectious Diseases, National Institute of Infectious Dis"
10.1007/s10329-004-0098-4,,,,,False,,2,https://doi.org/10.1007/s10329-004-0098-4,journal-article,False,False,False,False,0032-8332,"0032-8332,1016-7365",Primates,closed,2004-06-23,Springer Nature
10.7601/mez.51.227,open (via free pdf),publisher,,https://www.jstage.jst.go.jp/article/mez/51/3/51_KJ00000825366/_pdf,True,publishedVersion,2,https://doi.org/10.7601/mez.51.227,journal-article,True,False,False,False,0424-7086,"0424-7086,2185-5609",Medical Entomology and Zoology,bronze,2000-09-15,Japan Society of Medical Entomology and Zoology
10.1128/aem.57.4.1152-1155.1991,open (via free pdf),publisher,,https://aem.asm.org/content/aem/57/4/1152.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/aem.57.4.1152-1155.1991,journal-article,True,False,False,False,0099-2240,"0099-2240,1098-5336",Applied and Environmental Microbiology,bronze,1991-04-01,American Society for Microbiology
10.22621/cfn.v121i4.505,open (via free pdf),publisher,,http://www.canadianfieldnaturalist.ca/index.php/cfn/article/download/505/505,True,publishedVersion,2,https://doi.org/10.22621/cfn.v121i4.505,journal-article,True,False,False,False,0008-3550,0008-3550,The Canadian Field-Naturalist,bronze,2007-10-01,Ottawa Field-Naturalists' Club
10.4269/ajtmh.1979.28.526,,,,,False,,2,https://doi.org/10.4269/ajtmh.1979.28.526,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1979-05-01,American Society of Tropical Medicine and Hygiene
10.3957/0379-4369-37.1.79,,,,,False,,2,https://doi.org/10.3957/0379-4369-37.1.79,journal-article,False,False,False,False,0379-4369,"0379-4369,0379-4369",South African Journal of Wildlife Research,closed,2007-04-01,Southern African Wildlife Management Association
10.3957/0379-4369-38.2.117,,,,,False,,2,https://doi.org/10.3957/0379-4369-38.2.117,journal-article,False,False,False,False,0379-4369,"0379-4369,0379-4369",South African Journal of Wildlife Research,closed,2008-10-01,Southern African Wildlife Management Association
10.7589/0090-3558-45.2.344,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-45/issue-2/0090-3558-45.2.344/ECOLOGY-OF-ANAPLASMA-PHAGOCYTOPHILUM-INFECTION-IN-GRAY-FOXES-UROCYON-CINEREOARGENTEUS/10.7589/0090-3558-45.2.344.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-45.2.344,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2009-04-01,Wildlife Disease Association
10.1089/vbz.2008.0134,,,,,False,,2,https://doi.org/10.1089/vbz.2008.0134,journal-article,False,False,False,False,1530-3667,"1530-3667,1557-7759",Vector-Borne and Zoonotic Diseases,closed,2009-12-01,Mary Ann Liebert Inc
10.7589/0090-3558-42.3.685,,,,,False,,2,https://doi.org/10.7589/0090-3558-42.3.685,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2006-07-01,Wildlife Disease Association
10.1099/0022-1317-77-4-773,open (via free article),publisher,,https://doi.org/10.1099/0022-1317-77-4-773,True,publishedVersion,2,https://doi.org/10.1099/0022-1317-77-4-773,journal-article,True,False,False,False,0022-1317,"0022-1317,1465-2099",Journal of General Virology,bronze,1996-04-01,Microbiology Society
10.1159/000156825,,,,,False,,2,https://doi.org/10.1159/000156825,journal-article,False,False,False,False,0015-5713,"0015-5713,1421-9980",Folia Primatologica,closed,1994-01-01,S. Karger AG
10.2105/ajph.40.4.417,open (via free pdf),publisher,,http://ajph.aphapublications.org/doi/pdf/10.2105/AJPH.40.4.417,True,publishedVersion,2,https://doi.org/10.2105/ajph.40.4.417,journal-article,True,False,False,False,0002-9572,0002-9572,American Journal of Public Health and the Nations Health,bronze,1950-04-01,American Public Health Association
10.7589/0090-3558-36.3.469,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-36/issue-3/0090-3558-36.3.469/VALIDATION-OF-THE-FLUORESCENCE-POLARIZATION-ASSAY-AND-COMPARISON-TO-OTHER/10.7589/0090-3558-36.3.469.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-36.3.469,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2000-07-01,Wildlife Disease Association
10.1080/02541858.1995.11448384,,,,,False,,2,https://doi.org/10.1080/02541858.1995.11448384,journal-article,False,False,False,False,0254-1858,0254-1858,South African Journal of Zoology,closed,1995-01-01,Informa UK Limited
10.7589/0090-3558-25.1.76,,,,,False,,2,https://doi.org/10.7589/0090-3558-25.1.76,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1989-01-01,Wildlife Disease Association
10.1080/02541858.1995.11448385,open (via free pdf),publisher,,https://www.tandfonline.com/doi/pdf/10.1080/02541858.1995.11448385?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/02541858.1995.11448385,journal-article,True,False,False,False,0254-1858,0254-1858,South African Journal of Zoology,bronze,1995-01-01,Informa UK Limited
10.7589/0090-3558-32.1.137,,,,,False,,2,https://doi.org/10.7589/0090-3558-32.1.137,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1996-01-01,Wildlife Disease Association
10.7589/0090-3558-34.2.411,,,,,False,,2,https://doi.org/10.7589/0090-3558-34.2.411,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1998-04-01,Wildlife Disease Association
10.1016/j.vetpar.2008.01.028,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2008.01.028,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2008-05-01,Elsevier BV
10.1638/2006-0049r.1,,,,,False,,2,https://doi.org/10.1638/2006-0049r.1,journal-article,False,False,False,False,1042-7260,"1042-7260,1937-2825",Journal of Zoo and Wildlife Medicine,closed,2007-09-01,American Association of Zoo Veterinarians
10.1038/17130,,,,,False,,2,https://doi.org/10.1038/17130,journal-article,False,False,False,False,0028-0836,"0028-0836,1476-4687",Nature,closed,1999-02-01,Springer Science and Business Media LLC
10.7589/0090-3558-28.2.223,,,,,False,,2,https://doi.org/10.7589/0090-3558-28.2.223,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1992-04-01,Wildlife Disease Association
10.1016/j.vetpar.2009.09.044,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2009.09.044,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2010-01-01,Elsevier BV
10.1046/j.1365-2915.2001.00287.x,,,,,False,,2,https://doi.org/10.1046/j.1365-2915.2001.00287.x,journal-article,False,False,False,False,0269-283X,0269-283X,Medical and Veterinary Entomology,closed,2001-06-01,Wiley
10.1016/j.vetmic.2006.12.012,,,,,False,,2,https://doi.org/10.1016/j.vetmic.2006.12.012,journal-article,False,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,closed,2007-04-01,Elsevier BV
10.1638/2020-0087,,,,,False,,2,https://doi.org/10.1638/2020-0087,journal-article,False,False,False,False,1042-7260,1042-7260,Journal of Zoo and Wildlife Medicine,closed,2021-06-11,American Association of Zoo Veterinarians
10.7589/0090-3558-26.1.116,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-26.1.116,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-26.1.116,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1990-01-01,Wildlife Disease Association
10.1111/j.1749-6632.2002.tb04397.x,,,,,False,,2,https://doi.org/10.1111/j.1749-6632.2002.tb04397.x,journal-article,False,False,False,False,0077-8923,"0077-8923,1749-6632",Annals of the New York Academy of Sciences,closed,2002-10-01,Wiley
10.1177/104063879700900311,open (via free pdf),publisher,,https://journals.sagepub.com/doi/pdf/10.1177/104063879700900311,True,publishedVersion,2,https://doi.org/10.1177/104063879700900311,journal-article,True,False,False,False,1040-6387,"1040-6387,1943-4936",Journal of Veterinary Diagnostic Investigation,bronze,1997-07-01,SAGE Publications
10.1016/j.applanim.2005.02.013,,,,,False,,2,https://doi.org/10.1016/j.applanim.2005.02.013,journal-article,False,False,False,False,0168-1591,0168-1591,Applied Animal Behaviour Science,closed,2005-10-01,Elsevier BV
10.1007/bf02381880,,,,,False,,2,https://doi.org/10.1007/bf02381880,journal-article,False,False,False,False,0032-8332,"0032-8332,1610-7365",Primates,closed,1997-10-01,Springer Science and Business Media LLC
10.1126/science.157.3792.1029-b,,,,,False,,2,https://doi.org/10.1126/science.157.3792.1029-b,journal-article,False,False,False,False,0036-8075,"0036-8075,1095-9203",Science,closed,1967-09-01,American Association for the Advancement of Science (AAAS)
10.7589/0090-3558-29.3.396,,,,,False,,2,https://doi.org/10.7589/0090-3558-29.3.396,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1993-07-01,Wildlife Disease Association
10.1002/(sici)1522-2683(19990601)20:7<1486::aid-elps1486>3.0.co;2-9,,,,,False,,2,https://doi.org/10.1002/(sici)1522-2683(19990601)20:7<1486::aid-elps1486>3.0.co;2-9,journal-article,False,False,False,False,0173-0835,"0173-0835,1522-2683",Electrophoresis,closed,1999-06-01,Wiley
10.1016/s0020-7519(99)00123-x,,,,,False,,2,https://doi.org/10.1016/s0020-7519(99)00123-x,journal-article,False,False,False,False,0020-7519,0020-7519,International Journal for Parasitology,closed,1999-11-01,Elsevier BV
10.7589/0090-3558-20.3.233,,,,,False,,2,https://doi.org/10.7589/0090-3558-20.3.233,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1984-07-01,Wildlife Disease Association
10.7589/2013-04-095,,,,,False,,2,https://doi.org/10.7589/2013-04-095,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2014-07-01,Wildlife Disease Association
10.7589/0090-3558-35.3.618,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.3.618,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.3.618,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-07-01,Wildlife Disease Association
10.1016/j.vetpar.2005.11.013,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2005.11.013,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2006-03-01,Elsevier BV
10.7589/jwd-d-20-00141,open (via free pdf),publisher,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-57/issue-2/JWD-D-20-00141/First-Detection-of-Chronic-Wasting-Disease-in-Moose-Alces-alces/10.7589/JWD-D-20-00141.pdf,True,publishedVersion,2,https://doi.org/10.7589/jwd-d-20-00141,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2021-03-25,Wildlife Disease Association
10.1136/vr.148.10.299,,,,,False,,2,https://doi.org/10.1136/vr.148.10.299,journal-article,False,False,False,False,0042-4900,0042-4900,Veterinary Record,closed,2001-03-01,Wiley
10.7589/0090-3558-43.1.116,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-43/issue-1/0090-3558-43.1.116/Does-Human-Proximity-Affect-Antibody-Prevalence-in-Marine-Foraging-River/10.7589/0090-3558-43.1.116.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-43.1.116,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2007-01-01,Wildlife Disease Association
10.1645/ge-928r.1,,,,,False,,2,https://doi.org/10.1645/ge-928r.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2007-02-01,American Society of Parasitologists
10.1645/ge-1321.1,,,,,False,,2,https://doi.org/10.1645/ge-1321.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2008-12-01,American Society of Parasitologists
10.1644/04-mamm-a-173r2.1,open (via free pdf),publisher,,https://academic.oup.com/jmammal/article-pdf/86/6/1164/7025832/86-6-1164.pdf,True,publishedVersion,2,https://doi.org/10.1644/04-mamm-a-173r2.1,journal-article,True,False,False,False,0022-2372,"0022-2372,1545-1542",Journal of Mammalogy,bronze,2005-12-01,Oxford University Press (OUP)
10.7589/0090-3558-46.2.335,,,,,False,,2,https://doi.org/10.7589/0090-3558-46.2.335,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2010-04-01,Wildlife Disease Association
10.1080/11250005709438250,open (via free pdf),publisher,,https://www.tandfonline.com/doi/pdf/10.1080/11250005709438250?needAccess=true,True,publishedVersion,2,https://doi.org/10.1080/11250005709438250,journal-article,True,False,False,False,0373-4137,0373-4137,Bolletino di zoologia,bronze,1957-01-01,Informa UK Limited
10.1007/s10344-007-0115-1,oa repository (via OAI-PMH doi match),repository,,https://www.dora.lib4ri.ch/wsl/islandora/object/wsl%3A6366/datastream/PDF/Fankhauser-2008-Dung_avoidance_as_a_possible-%28published_version%29.pdf,True,acceptedVersion,2,https://doi.org/10.1007/s10344-007-0115-1,journal-article,True,False,False,False,1439-0574,"1612-4642,1439-0574",European Journal of Wildlife Research,green,2007-06-19,Springer Science and Business Media LLC
10.1016/j.vetpar.2004.02.023,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2004.02.023,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2004-05-01,Elsevier BV
10.7589/0090-3558-43.4.758,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-43.4.758,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-43.4.758,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2007-10-01,Wildlife Disease Association
10.1016/0020-7519(95)00038-4,,,,,False,,2,https://doi.org/10.1016/0020-7519(95)00038-4,journal-article,False,False,False,False,0020-7519,0020-7519,International Journal for Parasitology,closed,1995-10-01,Elsevier BV
10.4067/s0716-078x2000000100010,oa journal (via doaj),publisher,cc-by,https://scielo.conicyt.cl/pdf/rchnat/v73n1/art10.pdf,True,publishedVersion,2,https://doi.org/10.4067/s0716-078x2000000100010,journal-article,True,False,True,True,0716-078X,0716-078X,Revista chilena de historia natural,gold,2000-03-01,SciELO Agencia Nacional de Investigacion y Desarrollo (ANID)
10.1007/bf00346169,,,,,False,,2,https://doi.org/10.1007/bf00346169,journal-article,False,False,False,False,0025-3162,"0025-3162,1432-1793",Marine Biology,closed,1992-04-01,Springer Science and Business Media LLC
10.7589/0090-3558-29.3.423,,,,,False,,2,https://doi.org/10.7589/0090-3558-29.3.423,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1993-07-01,Wildlife Disease Association
10.7589/0090-3558-41.1.224,,,,,False,,2,https://doi.org/10.7589/0090-3558-41.1.224,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2005-01-01,Wildlife Disease Association
10.7589/0090-3558-43.4.734,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-43.4.734,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-43.4.734,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2007-10-01,Wildlife Disease Association
10.7589/0090-3558-27.2.320,,,,,False,,2,https://doi.org/10.7589/0090-3558-27.2.320,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1991-04-01,Wildlife Disease Association
10.7589/0090-3558-33.1.47,,,,,False,,2,https://doi.org/10.7589/0090-3558-33.1.47,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1997-01-01,Wildlife Disease Association
10.7589/0090-3558-40.4.741,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-40/issue-4/0090-3558-40.4.741/Serologic-Survey-for-Canine-Infectious-Diseases-among-Sympatric-Swift-Foxes/10.7589/0090-3558-40.4.741.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-40.4.741,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2004-10-01,Wildlife Disease Association
10.5144/0256-4947.1992.589,,,,,False,,2,https://doi.org/10.5144/0256-4947.1992.589,journal-article,False,False,False,False,0256-4947,"0256-4947,0975-4466",Annals of Saudi Medicine,closed,1992-11-01,King Faisal Specialist Hospital and Research Centre
10.1024/0036-7281/a000504,oa repository (via OAI-PMH doi match),repository,,https://www.zora.uzh.ch/id/eprint/87566/1/87566.pdf,True,acceptedVersion,2,https://doi.org/10.1024/0036-7281/a000504,journal-article,True,False,False,False,0036-7281,"0036-7281,1664-2848",Schweizer Archiv für Tierheilkunde,green,2013-08-28,Gesellschaft Schweizer Tierarztinnen und Tierarzte
10.7589/0090-3558-36.2.265,,,,,False,,2,https://doi.org/10.7589/0090-3558-36.2.265,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2000-04-01,Wildlife Disease Association
10.7589/0090-3558-38.2.297,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-38.2.297,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-38.2.297,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2002-04-01,Wildlife Disease Association
10.1079/joh2001108,,,,,False,,2,https://doi.org/10.1079/joh2001108,journal-article,False,False,False,False,0022-149X,"0022-149X,1475-2697",Journal of Helminthology,closed,2002-06-01,Cambridge University Press (CUP)
10.1007/bf00010851,,,,,False,,2,https://doi.org/10.1007/bf00010851,journal-article,False,False,False,False,0165-5752,"0165-5752,1573-5192",Systematic Parasitology,closed,1987-06-01,Springer Nature
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.9775/kvfd.2008.109-a,oa journal (via doaj),publisher,cc-by-nc,https://doi.org/10.9775/kvfd.2008.109-a,True,publishedVersion,2,https://doi.org/10.9775/kvfd.2008.109-a,journal-article,True,False,True,True,1300-6045,1300-6045,Kafkas Universitesi Veteriner Fakultesi Dergisi,gold,2009-01-01,Kafkas University
10.1099/00207713-41-1-39,open (via free pdf),publisher,,http://ijs.microbiologyresearch.org/deliver/fulltext/ijsem/41/1/ijs-41-1-39.pdf?itemId=/content/journal/ijsem/10.1099/00207713-41-1-39&mimeType=pdf&isFastTrackArticle=,True,publishedVersion,2,https://doi.org/10.1099/00207713-41-1-39,journal-article,True,False,False,False,0020-7713,"0020-7713,1465-2102",International Journal of Systematic Bacteriology,bronze,1991-01-01,Microbiology Society
10.1002/sec.1412,,,,,False,,2,https://doi.org/10.1002/sec.1412,journal-article,False,False,False,False,1939-0122,1939-0114,Security and Communication Networks,closed,2016-01-11,Wiley
10.7589/0090-3558-29.1.64,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-29.1.64,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-29.1.64,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1993-01-01,Wildlife Disease Association
10.1111/j.1523-1739.2006.00290.x,,,,,False,,2,https://doi.org/10.1111/j.1523-1739.2006.00290.x,journal-article,False,False,False,False,0888-8892,"0888-8892,1523-1739",Conservation Biology,closed,2006-04-01,Wiley
10.1002/ajp.20475,,,,,False,,2,https://doi.org/10.1002/ajp.20475,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,2008-01-01,Wiley
10.1645/ge-311r,,,,,False,,2,https://doi.org/10.1645/ge-311r,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2004-12-01,American Society of Parasitologists
